id,latitude,longitude,type,power_kw,name,predicted_demand_kwh,dist_to_center_km,dist_to_station_m
296953134,55.6626511,37.6056223,transport_hub,150,Нахимовский проспект,30.08,10.38,1492
296953135,55.6526736,37.598434,transport_hub,150,Севастопольская,35.39,11.53,1997
296953136,55.640455,37.60669,transport_hub,150,Чертановская,32.18,12.84,2447
296953137,55.622256,37.6092188,transport_hub,150,Южная,32.18,14.86,2543
296953138,55.6123741,37.6045238,transport_hub,150,Пражская,22.38,15.97,1413
296953140,55.5825315,37.5965311,transport_hub,150,Аннино,22.38,19.31,1454
296956168,55.8065606,37.5819074,transport_hub,150,Дмитровская,35.55,6.06,1254
296957238,55.8979224,37.5873584,transport_hub,150,Алтуфьево,26.32,15.91,1508
296957239,55.8838707,37.6035539,transport_hub,150,Бибирево,32.18,14.27,1920
296957241,55.8631775,37.6046508,transport_hub,150,Отрадное,30.08,11.97,1472
296959502,55.8606544,37.4365264,transport_hub,150,Планерная,22.38,16.23,1151
296959504,55.8265293,37.4369761,transport_hub,150,Тушинская,27.35,13.75,953
296959505,55.8084608,37.4647008,transport_hub,150,Щукинская,30.08,11.2,932
296959507,55.7775087,37.5192899,transport_hub,150,Полежаевская,35.55,6.59,813
296959508,55.7737161,37.5466565,transport_hub,150,Беговая,38.79,4.85,1329
297148038,55.7745807,37.6544906,transport_hub,150,Комсомольская,31.94,3.13,582
297335182,55.7103322,37.559289,transport_hub,150,Воробьёвы горы,35.55,6.23,955
297773322,55.7331695,37.6674776,transport_hub,150,Крестьянская Застава,31.94,4.02,547
299071705,55.6215503,37.7380951,parking,50,,6.75,16.74,4799
300120212,55.613694,37.7444351,transport_hub,150,Красногвардейская,26.32,17.7,4227
305486163,55.6108547,37.7187413,transport_hub,150,Домодедовская,26.32,17.33,3277
308993125,55.6131433,37.6949724,transport_hub,150,Орехово,26.32,16.59,3526
308993196,55.6214814,37.669238,transport_hub,150,Царицыно,26.32,15.29,3199
308993566,55.6357353,37.6565408,transport_hub,150,Кантемировская,32.18,13.58,2033
309752494,55.6926632,37.5332847,transport_hub,150,Университет,30.08,8.77,1426
310752865,55.6046219,37.7123014,mall,150,Белград,28.35,17.83,2521
311605855,55.5927752,37.6539345,transport_hub,150,Бирюлёво-Товарная,22.38,18.27,1465
314679443,55.6529025,37.5984294,transport_hub,150,Каховская,35.39,11.5,1988
316109463,55.9148226,37.7617421,transport_hub,150,Мытищи,26.32,19.85,2274
316978213,55.9254458,37.8164449,transport_hub,150,Подлипки-Дачные,19.02,22.59,1113
316978214,55.9261494,37.8612364,transport_hub,150,Болшево,22.38,24.31,3595
316982596,55.9271205,37.9461788,transport_hub,150,Соколовская,17.4,28.01,8828
333159878,55.659739,37.7506688,transport_hub,150,Братиславская,32.18,13.56,1791
349930322,55.6772263,37.5060642,transport_hub,150,Проспект Вернадского,30.08,11.17,1412
375896139,55.7297909,37.3924879,transport_hub,150,Кунцево II,27.35,14.37,1174
387476712,55.6169234,37.6413666,parking,50,,6.75,15.52,1895
390942800,55.8206732,37.500458,parking,50,,7.71,10.27,867
442887410,55.7719367,37.6452079,parking,50,,9.45,2.5,535
448176561,55.6127031,37.7468598,transport_hub,150,Международный автовокзал Красногвардейский,26.32,17.86,4225
473887668,55.7784041,37.6567616,transport_hub,150,Москва-Пассажирская-Ярославская,31.94,3.52,696
480758048,55.708827,37.5413015,parking,50,,7.71,7.07,1263
481104122,55.628655,37.5993361,parking,50,,8.25,14.18,3220
482219272,55.6227255,37.6014313,parking,50,,8.25,14.83,2556
491643689,55.7522593,37.4402971,parking,50,,9.08,11.08,1665
496224887,55.7285067,37.4168081,parking,50,,5.77,12.91,642
500670315,55.7315854,37.4122182,parking,50,,7.01,13.12,785
502017420,55.7301413,37.412189,parking,50,,5.77,13.15,630
573884369,55.869428,37.6809896,parking,50,,7.01,13.25,707
583753125,55.6880278,37.4822534,parking,50,,9.08,11.33,1705
608594596,55.817886,37.3954833,parking,50,,5.74,15.49,710
608594600,55.8175307,37.40322,parking,50,,5.74,15.04,1160
610902787,55.7028908,37.5094344,parking,50,,6.35,8.96,680
612576221,55.8747671,37.5869875,parking,50,,8.25,13.36,1869
613063273,55.7721781,37.419698,parking,50,,8.25,12.5,3079
613102528,55.8728893,37.5902973,parking,50,,8.25,13.13,1892
614989034,55.7933127,37.3930017,parking,50,,8.25,14.64,1965
618285293,55.7387137,37.673738,parking,50,,8.19,4.01,513
620015444,55.7904357,37.4041845,parking,50,,8.25,13.87,2541
621098499,55.8420788,37.6441654,parking,50,,7.71,9.74,823
623256658,55.7469655,37.4194815,parking,50,,5.77,12.42,594
663153525,55.6526127,37.6111498,parking,50,,7.71,11.48,1278
687928779,55.6534057,37.5648305,parking,50,,9.08,11.85,2341
687978992,55.6512098,37.5632728,parking,50,,8.25,12.11,2550
690549778,55.8145299,37.5269566,transport_hub,150,Подмосковная,30.08,8.63,765
690981713,55.6556501,37.5713558,parking,50,,9.08,11.5,1941
690981714,55.6556804,37.5726111,parking,50,,9.08,11.48,1910
690981715,55.6546756,37.5750036,parking,50,,9.08,11.55,1974
721419475,55.7896078,37.379924,parking,50,,6.75,15.32,2305
730906357,55.8676774,37.6804719,parking,50,,5.77,13.05,538
747701907,55.8269431,37.478918,parking,50,,6.35,11.72,680
763018012,55.5674865,37.5617073,parking,50,,4.02,21.23,646
794161806,55.626306,37.7575558,parking,50,,6.75,16.87,5444
835080364,55.8072062,37.4090816,parking,50,,8.25,14.22,1613
854529313,55.7192879,37.7270312,parking,50,,7.71,7.98,1471
924267386,55.736207,37.4950728,parking,50,,7.71,7.95,957
924267399,55.7362709,37.4984158,parking,50,,7.71,7.75,949
928066679,55.6882003,37.6199308,parking,50,,7.71,7.52,988
933281153,55.7935817,37.6379157,parking,50,,8.19,4.39,596
957121363,55.7399356,37.4903532,parking,50,,6.35,8.14,672
968720421,55.7520906,37.574618,parking,50,,11.47,2.7,952
987493838,55.7774978,37.5788664,parking,50,,9.94,3.41,1036
988868832,55.9337694,37.549748,parking,50,,5.74,20.23,1924
1008331829,55.8606614,37.449383,parking,50,,5.74,15.69,1262
1041288821,55.7505629,37.4271162,parking,50,,7.71,11.92,1216
1045233835,55.754279,37.4305122,transport_hub,150,,35.39,11.69,1660
1058953545,55.8045874,37.6418005,parking,50,,7.51,5.64,520
1062135937,55.7627946,37.7460652,transport_hub,150,Лефортово,35.39,8.09,1840
1062480585,55.7242373,37.730944,transport_hub,150,Новопролетарская,30.08,7.93,872
1062487275,55.8031708,37.4954545,transport_hub,150,Серебряный Бор,30.08,9.26,1488
1080393367,55.5881326,37.650913,parking,50,,6.75,18.76,1690
1091528751,55.8934013,37.6009948,parking,50,,6.75,15.33,2166
1107544419,55.6643399,37.635778,parking,50,,7.71,10.24,776
1107544424,55.6651076,37.6343279,parking,50,,7.71,10.14,799
1133770353,55.9085071,37.7416465,parking,50,,5.74,18.67,936
1145722295,55.563735,37.7640438,transport_hub,150,Заводская,22.38,23.26,4137
1149233174,55.7727203,37.7066299,parking,50,,9.12,5.9,1332
1153161757,55.7557771,37.4473705,parking,50,,9.08,10.63,2182
1157464694,55.6472808,37.5973295,parking,50,,8.25,12.13,2328
1157975976,55.776702,37.583575,transport_hub,150,Белорусская,38.79,3.14,1201
1158396469,55.7761384,37.5840675,transport_hub,150,Белорусская,38.79,3.07,1192
1167209019,55.7721776,37.5564951,transport_hub,150,Москва-Товарная-Смоленская,38.79,4.22,727
1167658970,55.8979978,37.3505746,parking,50,,4.88,22.97,817
1184559786,55.8905593,37.5927288,parking,50,,6.75,15.06,2345
1200794170,55.6236459,37.6640384,parking,50,,8.25,14.98,3181
1203831278,55.7183196,37.567596,parking,50,,7.51,5.2,631
1215991974,55.8939239,37.7171971,parking,50,,5.74,16.58,1353
1219620861,55.6418311,37.7504074,transport_hub,150,Марьино (метро),26.32,15.17,3750
1221839292,55.6331469,37.5189769,transport_hub,150,Коньково,32.18,14.97,1804
1226417405,55.9020317,37.5859998,parking,50,,5.74,16.38,1058
1245064239,55.8426147,37.4981537,parking,50,,7.01,12.19,1006
1264506208,55.7269664,37.5581724,parking,50,,8.19,4.9,624
1265146340,55.7000984,37.428152,parking,50,,8.25,13.37,2636
1265146342,55.7012833,37.4263939,parking,50,,8.25,13.4,2499
1265146384,55.7005255,37.4261256,parking,50,,8.25,13.46,2524
1265146494,55.7006396,37.4240957,parking,50,,8.25,13.56,2405
1271026137,55.8029882,37.7842751,parking,50,,9.08,11.69,3436
1277731625,55.6046417,37.4264305,parking,50,,5.74,20.63,3564
1277731627,55.6070519,37.4478735,parking,50,,6.75,19.66,2275
1280215663,55.7345305,37.819594,parking,50,,8.25,12.88,2491
1281308550,55.6174024,37.842013,transport_hub,150,Дзержинский,22.38,20.86,5613
1296121854,55.7817199,37.7183872,parking,50,,9.12,6.95,794
1306231284,55.566394,37.5577292,parking,50,,4.88,21.39,901
1317104081,55.7907135,37.7905234,parking,50,,9.08,11.51,2868
1343566374,55.6094207,37.4476713,parking,50,,6.75,19.44,2366
1359966706,55.6132584,37.5381316,parking,50,,6.75,16.61,3683
1359966728,55.6135043,37.5381895,parking,50,,6.75,16.58,3696
1365205106,55.9047589,37.5854679,parking,50,,5.74,16.68,764
1419554964,55.806312,37.405808,parking,50,,7.01,14.37,1440
1446012323,55.9296509,37.7226596,parking,50,,5.74,20.42,3274
1447728943,55.8254284,37.5001697,parking,50,,7.71,10.66,956
1447728975,55.825471,37.5033599,parking,50,,7.71,10.52,781
1447729049,55.8259879,37.4992344,parking,50,,7.71,10.74,1035
1453791442,55.8099467,37.7678648,parking,50,,9.08,11.18,2880
1456150209,55.7766971,37.5428941,parking,50,,10.73,5.2,1698
1467468087,55.7936401,37.6434145,transport_hub,150,Николаевка,31.94,4.51,628
1482337494,55.6163923,37.7279449,parking,50,,6.75,16.98,4030
1527999919,55.6333039,37.7437524,transport_hub,150,Борисово,26.32,15.76,4754
1527999927,55.6122352,37.745179,transport_hub,150,Зябликово,26.32,17.86,4120
1527999934,55.6210274,37.7436392,transport_hub,150,Шипиловская,26.32,16.95,4901
1557351855,55.7040494,37.8342341,parking,50,,7.01,14.75,1409
1557351864,55.704356,37.8352652,parking,50,,7.01,14.8,1379
1557351866,55.7047749,37.833996,parking,50,,7.01,14.71,1470
1557351876,55.7049801,37.8348451,parking,50,,7.01,14.75,1443
1586933017,55.8556968,37.5851237,parking,50,,7.71,11.29,707
1606132501,55.8738197,37.4059528,parking,50,,6.75,18.62,1581
1621166450,55.7306862,37.4421772,parking,50,,7.71,11.31,959
1663143294,55.603123,37.5417533,parking,50,,6.75,17.63,3219
1677617766,55.7964858,37.6419353,parking,50,,9.94,4.78,914
1682902832,55.6902311,37.7900084,parking,50,,8.25,13.04,1525
1685948363,55.8075485,37.5710754,parking,50,,9.12,6.44,1298
1688940756,55.7729054,37.6508902,parking,50,,11.47,2.83,753
1690256864,55.7710493,37.6507622,parking,50,,9.45,2.69,562
1705951317,55.7290949,37.6410311,transport_hub,150,Москва-Пассажирская-Павелецкая,31.94,3.32,680
1721877401,55.8872217,37.6010603,parking,50,,8.25,14.65,2116
1722804154,55.8247404,37.5002316,parking,50,,7.71,10.6,924
1723621159,55.8726731,37.4635709,parking,50,,5.74,16.16,888
1730486352,55.7116962,37.5468169,transport_hub,150,Воробьёвы горы,35.55,6.6,868
1733868206,55.8315093,37.4667627,parking,50,,7.01,12.63,932
1739010998,55.6882526,37.6165376,parking,50,,7.71,7.51,833
1739011001,55.688631,37.6154875,parking,50,,7.71,7.47,758
1752901617,55.7925566,37.5173811,parking,50,,7.71,7.47,1402
1760860248,55.7418309,37.8666866,parking,50,,4.72,15.68,575
1765432660,55.6450246,37.3652435,parking,50,,5.74,20.03,5649
1805928322,55.8054231,37.5828559,parking,50,,9.12,5.92,1131
1820370386,55.9192123,37.7638392,parking,50,,5.74,20.34,2714
1824010960,55.86622,37.6525658,parking,50,,7.01,12.47,710
1830903159,55.729369,37.4196355,parking,50,,7.01,12.72,703
1835788263,55.813259,37.574292,parking,50,,7.51,6.93,640
1836711621,55.8668052,37.4937344,parking,50,,7.01,14.56,1457
1836711643,55.8671664,37.4928929,parking,50,,7.01,14.62,1397
1853309867,55.8173847,37.8262444,parking,50,,7.01,14.75,1309
1853957533,55.8807027,37.4515288,parking,50,,6.75,17.32,1940
1862966811,55.8667466,37.4440557,parking,50,,6.75,16.41,1506
1882931770,55.8974849,37.6323529,parking,50,,5.74,15.78,1129
1883897424,55.9101545,37.8096008,parking,50,,5.74,20.95,2564
1892859893,55.7673887,37.6695659,parking,50,,9.94,3.51,708
1905944725,55.7857803,37.8712246,parking,50,,4.72,16.23,524
1908039846,55.9102946,37.773893,parking,50,,6.75,19.77,2644
1908950049,55.8067541,37.5723559,parking,50,,9.12,6.32,1350
1911350871,55.8326948,37.5763592,parking,50,,6.35,8.93,676
1919738365,55.7028779,37.426108,parking,50,,8.25,13.34,2330
1975180053,55.6369458,37.5984585,mall,150,"Торгово-развлекательный центр ""Авентура""",34.65,13.27,3066
1985948187,55.8626438,37.6832905,transport_hub,150,Лосиноостровская,22.52,12.58,556
1987939218,55.6185151,37.6688476,transport_hub,150,Царицыно,26.32,15.6,2946
1988800418,55.6715844,37.7300731,transport_hub,150,Люблино-Сортировочное,35.39,11.73,1818
1994411890,55.882782,37.5677763,transport_hub,150,Бескудниково,27.35,14.45,793
1994411919,55.9045015,37.5382527,transport_hub,150,Марк,26.32,17.26,2638
1994527059,55.5903775,37.615322,transport_hub,150,Красный Строитель,22.38,18.39,1154
1994609655,55.68249,37.896703,transport_hub,150,Люберцы I,26.32,19.3,2233
1994609660,55.6726546,37.9333995,transport_hub,150,Люберцы II,22.38,21.85,2806
1994609746,55.7358077,37.7644261,transport_hub,150,Перово,24.77,9.47,619
1994637881,55.8936153,37.4536637,transport_hub,150,Химки,26.32,18.42,2473
1994650475,55.7440926,37.514551,transport_hub,150,Фили,35.55,6.56,711
1994682649,55.7397339,37.7953827,transport_hub,150,Кусково,35.39,11.29,1701
2001755305,55.8270524,37.4410998,transport_hub,150,Тушинская,27.35,13.57,707
2007252034,55.7925819,37.7722058,parking,50,,9.08,10.52,2229
2013335043,55.8097744,37.4114215,parking,50,,8.25,14.2,1724
2013335045,55.8100431,37.4114721,parking,50,,8.25,14.21,1727
2013335052,55.8106256,37.4040349,parking,50,,7.01,14.66,1263
2013335059,55.8108711,37.411717,parking,50,,8.25,14.24,1744
2013335078,55.81145,37.4108967,parking,50,,8.25,14.31,1696
2013335079,55.8117122,37.4117947,parking,50,,8.25,14.27,1755
2013335081,55.812136,37.4093532,parking,50,,8.25,14.43,1609
2013335082,55.8122015,37.4110522,parking,50,,8.25,14.34,1715
2013335083,55.8127141,37.3976514,parking,50,,5.74,15.12,907
2013335084,55.8131065,37.3968707,parking,50,,5.74,15.18,876
2013335091,55.8138495,37.3926508,parking,50,,4.72,15.46,683
2013335093,55.8168077,37.4043914,parking,50,,7.01,14.94,1258
2013335094,55.8171954,37.4028849,parking,50,,5.74,15.04,1155
2023211069,55.7175334,37.6433584,transport_hub,150,Дербеневская,38.79,4.56,839
2036670058,55.9225356,37.8153986,mall,150,,20.48,22.29,1342
2080924763,55.6327995,37.765935,transport_hub,150,Алма-Атинская,26.32,16.55,4745
2101832212,55.856143,37.3542024,transport_hub,150,Пятницкое шоссе,22.38,19.87,1303
2128666744,55.6409015,37.6154709,parking,50,,8.25,12.78,2143
2129823484,55.6411827,37.6105526,parking,50,,8.25,12.75,2251
2131279910,55.5812389,37.9123219,parking,50,,4.46,26.82,7973
2132103576,55.7175357,37.4141378,mall,150,Петровский,24.25,13.41,536
2137151132,55.7576312,37.8784376,parking,50,,4.72,16.34,651
2166561859,55.5890429,37.6738654,transport_hub,150,Обменная,26.32,18.88,2211
2206004950,55.7355288,37.5804595,parking,50,,9.94,3.22,1013
2285174726,55.6461086,37.7318144,parking,50,,8.25,14.15,3643
2293088125,55.8053065,37.567892,parking,50,,9.12,6.31,1385
2298658194,55.8010835,37.5662845,parking,50,,9.12,5.96,974
2304073287,55.763463,37.8627071,parking,50,,4.72,15.38,581
2332198624,55.7624002,37.866537,parking,50,,5.74,15.61,774
2402453787,55.6629114,37.87348,parking,50,,4.72,19.09,670
2424543802,55.7624612,37.8637925,parking,50,,4.72,15.44,608
2450293889,55.7290329,37.4167646,parking,50,,5.77,12.9,680
2523726558,55.8159477,37.8116341,parking,50,,8.25,13.87,1992
2525101862,55.685438,37.8562939,transport_hub,150,Жулебино,22.38,16.89,1254
2525101863,55.7016254,37.8519732,transport_hub,150,Лермонтовский проспект,18.43,15.88,562
2557816060,55.7850114,37.600895,parking,50,,9.94,3.41,827
2588512272,55.7330738,37.5925519,parking,50,,9.45,2.96,685
2591402980,55.6002393,37.5563789,transport_hub,150,Битцевский парк,26.32,17.71,2450
2607530482,55.8849506,37.4063639,parking,50,,5.74,19.49,901
2639576636,55.5598988,37.8715307,parking,50,,4.46,27.0,10555
2668349979,55.7461251,37.5505609,parking,50,,9.94,4.31,1114
2687590616,55.7763133,37.5803618,transport_hub,150,Москва-Пассажирская-Смоленская,38.79,3.25,1014
2687602339,55.7420034,37.5628449,transport_hub,150,Москва-Пассажирская-Киевская,31.94,3.74,522
2692857848,55.7877328,37.7816023,transport_hub,150,Измайловская,35.39,10.87,2691
2692882978,55.7947265,37.7993959,transport_hub,150,Первомайская,32.18,12.18,2816
2692905506,55.8093369,37.7985725,transport_hub,150,Щёлковская,32.18,12.8,2657
2699008011,55.8024495,37.6262201,transport_hub,150,Москва-Товарная,35.55,5.22,733
2702402319,55.6798441,37.6665268,mall,150,1000 вещей,32.4,8.99,865
2744559340,55.6850893,37.9346351,parking,50,,5.74,21.37,4019
2750740442,55.9260325,37.9135151,parking,50,,4.46,26.46,6814
2772190943,55.7081237,37.545246,transport_hub,150,Воробьёвы горы,35.55,6.96,1265
2820073811,55.7623741,37.6772288,parking,50,,9.94,3.82,742
2823459715,55.8345457,37.5636952,parking,50,,7.71,9.38,939
2847343537,55.8722099,37.488665,parking,50,,5.74,15.24,778
2847343551,55.8730623,37.4875299,parking,50,,4.72,15.35,661
2906313724,55.6583333,37.871037,parking,50,,5.74,19.24,1157
2922768846,55.7749163,37.5398108,parking,50,,10.73,5.29,1532
2922768851,55.7754666,37.5379865,parking,50,,9.12,5.42,1448
2922768854,55.7756877,37.538861,parking,50,,10.73,5.38,1508
2928253743,55.7847837,37.5135917,parking,50,,7.71,7.24,1098
2946110389,55.7118499,37.8576694,parking,50,,6.75,15.82,1730
2950850833,55.7365232,37.518219,transport_hub,150,Парк Победы,29.28,6.56,635
2988588536,55.7780712,37.5112974,parking,50,,7.71,7.08,924
2995761894,55.8720481,37.4883082,parking,50,,5.74,15.23,783
2995774120,55.8733919,37.4844884,parking,50,,4.72,15.49,556
2995898649,55.8709518,37.4979023,parking,50,,7.01,14.82,1265
2995898655,55.8735653,37.4852045,parking,50,,4.72,15.48,550
2997225941,55.873413,37.4932138,parking,50,,5.74,15.2,866
2998106917,55.6586217,37.598343,parking,50,,9.08,10.87,1773
3003747245,55.7556427,37.4595032,parking,50,,9.08,9.87,1929
3010877681,55.8745446,37.4517135,parking,50,,5.74,16.77,1463
3037110910,55.6310295,37.6044089,parking,50,,8.25,13.9,3430
3037886048,55.8273122,37.8982616,parking,50,,6.75,19.28,4107
3037886049,55.8274716,37.9012286,parking,50,,6.75,19.46,4278
3049021695,55.6303998,37.6060657,parking,50,,8.25,13.96,3418
3050885196,55.7543037,37.7568567,parking,50,,9.08,8.73,1651
3050885223,55.7549352,37.7563981,parking,50,,9.08,8.7,1726
3052211837,55.7919159,37.6289774,parking,50,,8.19,4.08,586
3058911918,55.839644,37.6668443,transport_hub,150,Ростокино,30.08,9.82,745
3059808405,55.6336257,37.607848,parking,50,,8.25,13.6,3076
3113652104,55.6788314,37.894348,parking,50,,6.75,19.35,1857
3125484482,55.6871185,37.6619345,parking,50,,7.71,8.13,738
3129212862,55.7051063,37.7143067,transport_hub,150,Москва-Южный Порт,35.39,8.29,1607
3160952315,55.6239532,37.6320777,transport_hub,150,Чертаново,32.18,14.69,2636
3213664972,55.7662017,37.7309433,parking,50,,9.08,7.2,1807
3226027966,55.7000117,37.767545,parking,50,,7.71,11.27,701
3226428878,55.7491138,37.5391788,transport_hub,150,Деловой центр,31.94,4.94,613
3392234137,55.8217045,37.5297516,parking,50,,7.71,9.15,975
3398793639,55.8706212,37.5845868,parking,50,,7.01,12.93,1459
3462458394,55.887476,37.5508073,parking,50,,5.74,15.22,1098
3481653051,55.7957292,37.5413258,parking,50,,9.12,6.5,1400
3486366029,55.8010735,37.4006937,parking,50,,7.01,14.45,1464
3486366039,55.8028515,37.4036235,parking,50,,7.01,14.35,1483
3558424830,55.8025047,37.5449274,parking,50,,9.12,6.89,1043
3558424847,55.8028382,37.5438192,parking,50,,9.12,6.96,966
3558424854,55.8030441,37.5431003,parking,50,,7.71,7.01,916
3558424862,55.8032035,37.5440689,parking,50,,9.12,6.98,954
3558424865,55.8034501,37.5431392,parking,50,,7.71,7.04,891
3558438689,55.7996657,37.5458687,parking,50,,9.12,6.61,1299
3558439097,55.8004232,37.5477678,parking,50,,9.12,6.6,1295
3558439101,55.8006143,37.5474609,parking,50,,9.12,6.63,1299
3558439106,55.8007538,37.5467275,parking,50,,9.12,6.67,1254
3558464635,55.8005671,37.5448448,parking,50,,9.12,6.73,1182
3561738093,55.7576426,37.8619721,parking,50,,4.72,15.31,572
3570136536,55.8503475,37.500595,parking,50,,7.01,12.8,1340
3604728689,55.7308786,37.5976563,transport_hub,150,"Причал Флотилии ""Рэдисон Ройал""",38.79,3.03,799
3608481074,55.587398,37.9176148,transport_hub,150,Заводская,17.4,26.56,7316
3608481075,55.6575606,37.8908294,transport_hub,150,Разъезд 2 километр,19.02,20.32,1070
3609204449,55.7411038,37.7330367,transport_hub,150,Андроновка,30.08,7.43,1063
3625226778,55.6738379,37.9028611,transport_hub,150,Мальчики,22.38,20.07,2092
3663333810,55.7175161,37.6302953,parking,50,,8.19,4.33,550
3665113037,55.79995,37.581608,parking,50,,7.51,5.39,518
3696761797,55.6873198,37.8759403,parking,50,,6.75,17.9,1671
3696761798,55.6876767,37.8759696,parking,50,,6.75,17.88,1706
3706404506,55.7220504,37.624016,parking,50,,8.19,3.78,573
3706419900,55.7224852,37.6233576,parking,50,,8.19,3.72,553
3707543824,55.8080195,37.4005994,parking,50,,7.01,14.74,1076
3718351097,55.7016527,37.6180457,parking,50,,9.12,6.02,906
3720466881,55.7171003,37.6300102,parking,50,,8.19,4.38,512
3728095605,55.6769584,37.8815244,parking,50,,5.74,18.73,1137
3761316057,55.8043687,37.4068159,parking,50,,8.25,14.23,1576
3777454940,55.6957397,37.8934066,parking,50,,6.75,18.53,2203
3777454941,55.6961117,37.8935081,parking,50,,6.75,18.53,2164
3790218285,55.6708299,37.8953918,parking,50,,6.75,19.82,1563
3798455131,55.718815,37.6292989,parking,50,,8.19,4.18,672
3798455557,55.7170444,37.6284621,parking,50,,8.19,4.37,549
