id,latitude,longitude,power_kw,connector_type,dist_to_center,lat_bin,lon_bin,traffic,demand_kwh,predicted_demand_kwh
30,55.613935123816,37.71556931299863,50,GBT,19.155944102943355,55.61,37.72,997.4060727940868,65.2131108568288,64.8387
31,55.78226345557043,37.79740565177082,350,GBT,20.20637862201688,55.78,37.800000000000004,340.68804751618404,114.74657936278791,117.409584
32,55.65115723710619,37.6513185465526,50,GBT,12.213717598829177,55.65,37.65,984.1722492936768,64.74339690281178,64.85068
33,55.61951547789558,37.68845194231318,50,CHAdeMO,17.065169695819762,55.620000000000005,37.69,1055.8357077715161,58.363500312607286,58.61718
34,55.884665661176,37.64625884690943,150,CHAdeMO,14.660815728040289,55.88,37.65,1415.7631015276093,113.20487154338517,113.2635
35,55.88968960992237,37.49762149389902,150,GBT,19.9335024061219,55.89,37.5,1082.71929750688,92.63059599175801,92.652054
36,55.842519204434936,37.76122605763075,350,CCS,18.651610613577787,55.84,37.76,878.8310917502686,141.08371370689812,142.2239
37,55.69138413075201,37.54038618122043,150,GBT,11.136093867069132,55.69,37.54,174.74662769776762,60.904541440386154,60.82711
38,55.62930163420192,37.41215798321573,350,CCS,26.75194039755628,55.63,37.410000000000004,1373.27728898051,191.7067637984795,191.51047
39,55.80526990795365,37.72273614795358,150,GBT,12.927594443674035,55.81,37.72,1360.6743288775433,132.11998176721738,131.92981
40,55.73204574812189,37.48855533970352,50,GBT,14.531868033727495,55.730000000000004,37.49,226.0081621625219,24.06797757132938,24.123003
41,55.63661147045344,37.87022929217645,350,CHAdeMO,31.03619001265859,55.64,37.87,878.8310917502686,143.65074810334457,143.82166
42,55.74855307303338,37.87696428850129,350,CCS,28.833958894959924,55.75,37.88,758.0489820974753,123.32220316937438,123.61235
43,55.61031655633457,37.85743219511022,50,CCS,31.16489884689075,55.61,37.86,305.7611304340238,25.29640965207349,25.309713
44,55.87279612062363,37.58507935012772,350,CHAdeMO,13.470051243358816,55.870000000000005,37.59,492.2394855602296,152.54310351512163,152.55975
45,55.67763399448,37.40772830826443,350,CHAdeMO,24.827853730345065,55.68,37.410000000000004,999.5062117444794,130.26181539639688,130.26027
46,55.7987566853062,37.86415928129386,150,CHAdeMO,27.813149655622624,55.800000000000004,37.86,878.8310917502686,75.91960084173436,93.2903
47,55.69351332282682,37.614092074158656,350,CHAdeMO,6.922984610698953,55.69,37.61,878.8310917502686,159.35152870166237,158.80602
48,55.75602040635334,37.88332740952183,50,CCS,29.529052591713132,55.76,37.88,954.4146377132206,57.16870829723053,57.412666
49,55.764013083802986,37.881809988544624,150,CCS,29.37475880454696,55.76,37.88,954.4146377132206,102.33950483375432,101.791374
50,55.65545633665766,37.82650472773368,150,GBT,25.7547434865733,55.660000000000004,37.83,674.715634586835,77.88220398085532,78.32999
51,55.89087538832936,37.54722444603479,50,GBT,16.890955671861207,55.89,37.550000000000004,878.8310917502686,66.19651975528072,66.02001
52,55.832539847008334,37.59254886430096,50,CHAdeMO,8.950223180335591,55.83,37.59,1211.698679778221,88.69671219961681,88.42172
53,55.88184968246926,37.825568335758426,150,CHAdeMO,27.022110962432443,55.88,37.83,538.4291670983714,72.15329633771479,72.14682
54,55.868448205128296,37.55846100257813,350,CHAdeMO,14.106892893765902,55.870000000000005,37.56,878.8310917502686,153.91862962094865,154.44167
55,55.77936999364333,37.48474637334304,150,GBT,14.944248098332844,55.78,37.480000000000004,982.438440633043,87.17511897687446,87.3635
56,55.87656227050693,37.67840063122917,50,GBT,15.02269797289693,55.88,37.68,1097.441586067558,79.65283081545043,58.380882
57,55.62654775061558,37.86807738708039,150,GBT,31.316057206053657,55.63,37.87,1229.8798925980966,88.07224652618262,119.663574
58,55.65879485872574,37.74801489833749,50,GBT,18.068257348738157,55.660000000000004,37.75,878.8310917502686,66.8959203116282,66.20331
59,55.61356818667316,37.68503058504468,150,GBT,17.486400729508798,55.61,37.69,1264.1822656667184,117.93116413794827,117.93464
60,55.69759909922898,37.448588246885386,350,GBT,19.81000194426861,55.7,37.45,878.8310917502686,154.44322116967524,154.29993
61,55.716603186906845,37.70750361334958,150,GBT,10.917052878113912,55.72,37.71,685.8366242135065,79.43474518998782,72.357956
62,55.68140470953217,37.89502692505213,150,CHAdeMO,31.91455664649371,55.68,37.9,801.3983116646552,81.51161125684978,81.442184
63,55.84862125274558,37.47004200761826,50,CHAdeMO,19.32187725067341,55.85,37.47,60.6345187124614,14.641643346973444,14.864937
64,55.70702599800808,37.659164826181865,50,CHAdeMO,7.13477654077451,55.71,37.660000000000004,878.8310917502686,67.13782524136145,67.09568
65,55.68428035290621,37.83868653596397,50,CHAdeMO,25.82439707736272,55.68,37.84,495.3611897511067,45.58885961162244,45.491833
66,55.76280882494748,37.7703843088771,150,GBT,17.01015850331842,55.76,37.77,909.1155448057872,97.54978045509897,87.87731
67,55.64227726749243,37.74850787049763,350,CCS,19.25871306652299,55.64,37.75,1032.6986997419149,179.96421033063697,139.64493
68,55.84065909422621,37.75124204199356,50,GBT,17.60025201659509,55.84,37.75,878.8310917502686,66.86424333525899,65.04502
69,55.62236519310393,37.57974557560988,50,CCS,15.386691111766456,55.620000000000005,37.58,951.0787361257322,71.15826357982719,60.21993
70,55.89606608098016,37.54679592213225,150,CHAdeMO,17.425726800994546,55.9,37.550000000000004,878.8310917502686,106.58692095165758,90.58974
71,55.831673430789,37.804680577739255,50,GBT,22.43964821279174,55.83,37.800000000000004,1305.065455599695,94.73262490097142,94.41803
72,55.65961470446025,37.80505669733959,350,CHAdeMO,23.416577593392873,55.660000000000004,37.81,787.8836200026564,154.03010218470686,153.71129
73,55.60165663513708,37.83353615929005,350,GBT,29.476353261009887,55.6,37.83,66.38867805408259,110.27776498607203,110.26192
74,55.84463842853645,37.85662027627824,50,CHAdeMO,28.33577184868855,55.84,37.86,878.8310917502686,65.43258204351227,64.74231
75,55.81205720315428,37.65567119943047,50,CCS,7.558783661697569,55.81,37.660000000000004,812.7756923098169,60.71946008186519,60.47271
76,55.81870215041229,37.6507581473436,150,CCS,7.908411657095323,55.82,37.65,790.4968483325895,71.1007650088897,77.83096
77,55.831381104005786,37.79914758948338,350,CCS,21.85912408491366,55.83,37.800000000000004,1305.065455599695,185.7062343821995,152.82108
78,55.62221339552023,37.72498196538888,350,GBT,19.045732626633022,55.620000000000005,37.72,878.8310917502686,124.2908678866628,124.4504
79,55.70753971856328,37.75098343862885,50,CCS,15.776187750572083,55.71,37.75,297.5271268030963,32.067305835376956,28.18767
80,55.63476071785754,37.79789633471805,150,GBT,24.132110699751227,55.63,37.800000000000004,1117.0547640879997,115.63611434437425,115.55475
81,55.85893102776268,37.845002670908784,350,CCS,27.74656216730696,55.86,37.85,71.07449613568647,99.71130625715506,99.63474
82,55.786989438048266,37.568997578425765,350,CCS,6.382166967858215,55.79,37.57,867.2813251187995,141.46498771045876,141.46413
83,55.6992694074558,37.58779147631997,150,GBT,7.078337678802525,55.7,37.59,821.7119368297489,93.7859169255631,93.07541
84,55.61906750508581,37.44699096992044,150,GBT,24.24300502684341,55.620000000000005,37.45,510.28629296065475,61.28484211594389,61.314182
85,55.6932946965147,37.68914007049808,350,CCS,10.570037985075563,55.69,37.69,878.8310917502686,123.3141961113612,155.08379
86,55.69755499660803,37.41797113689837,350,GBT,23.050741199572524,55.7,37.42,475.9750639528666,113.77402674215467,113.77318
87,55.818881853501416,37.63279900906623,150,CCS,7.2103360854720835,55.82,37.63,878.8310917502686,103.25403305071725,103.22479
88,55.791267241406565,37.67132231735378,350,GBT,7.173328075198722,55.79,37.67,517.2124799947111,145.8866165020739,145.80688
89,55.8661638227729,37.54327062606414,50,CHAdeMO,14.751111362081605,55.870000000000005,37.54,1182.0139910488615,64.0702748714776,64.04341
90,55.74166447754858,37.695416630284505,50,CHAdeMO,8.81176485045551,55.74,37.7,87.92959636895878,20.757058608447984,20.842234
91,55.63587827378149,37.415250124969525,150,CHAdeMO,26.080364138086825,55.64,37.42,878.8310917502686,106.44835318003834,106.35149
92,55.8139734361669,37.41867409437461,150,CHAdeMO,22.973621238938843,55.81,37.42,379.6680851393433,53.77903881163929,53.992916
93,55.82823551458507,37.811300280329824,150,CHAdeMO,22.986117495583887,55.83,37.81,1087.461815293948,81.29774895746411,81.45733
94,55.76838315927085,37.58009532070563,50,CCS,4.359522786545479,55.77,37.58,1169.5501159084884,63.38745728969577,81.521965
95,55.831290153986366,37.46353025632594,350,CHAdeMO,19.014367202013062,55.83,37.46,841.5450271834152,150.46573934533504,150.05894
96,55.74813867890932,37.6611216300274,50,CHAdeMO,4.937979563766075,55.75,37.660000000000004,1357.295357666248,79.2565104428697,81.010445
97,55.7568198488146,37.784996776549306,350,CHAdeMO,18.614686416769672,55.76,37.78,623.4590925470951,114.83613409521665,115.16867
98,55.72826230550756,37.50791051374842,50,CHAdeMO,12.521067814325997,55.730000000000004,37.51,1292.692091079338,66.99359007525456,67.31055
99,55.60762573802323,37.7114452379095,350,GBT,19.48640889987648,55.61,37.71,878.8310917502686,156.87520394174115,156.82167
100,55.63236742809799,37.442673732496885,50,CCS,23.73685964547048,55.63,37.44,878.8310917502686,66.09613438854721,65.77104
101,55.60942875570602,37.4258408605843,150,CHAdeMO,26.75103298263208,55.61,37.43,251.905788120513,69.08842175433897,69.07141
102,55.79092312337913,37.66567731578407,50,CHAdeMO,6.635905006258674,55.79,37.67,517.2124799947111,33.31994755977398,33.68255
103,55.6943067943229,37.67031756080505,350,CHAdeMO,9.012404440851359,55.69,37.67,865.7050418459187,142.68603165807727,143.00938
104,55.75257120734941,37.7187149507491,50,CCS,11.26276329389879,55.75,37.72,878.8310917502686,65.90235390965532,66.04058
105,55.87226994217783,37.76304566686133,50,GBT,20.708877905688016,55.870000000000005,37.76,545.3998047176511,36.83303412151062,38.631374
106,55.67478766874466,37.88792603973127,50,CCS,31.356557211954758,55.67,37.89,334.90418816200867,26.156197548953823,26.219372
107,55.72311487691069,37.6581501741506,150,GBT,5.807171628926463,55.72,37.660000000000004,1098.5359971297037,116.93758965451036,117.14997
108,55.82666534156292,37.56147823647062,50,CHAdeMO,10.013384946166207,55.83,37.56,899.1987863717588,60.93972689797111,60.81433
109,55.668639449647486,37.79759309738435,150,CHAdeMO,22.228442873704786,55.67,37.800000000000004,921.830985228787,75.13510898365713,75.7265
110,55.62309397294864,37.53541612563104,150,CCS,17.308832789845283,55.620000000000005,37.54,878.8310917502686,90.42185900346541,90.636116
111,55.68692543587413,37.61948571035282,50,CCS,7.6489252823166085,55.69,37.62,878.8310917502686,58.184230208324664,58.25193
112,55.6483663861762,37.43922819067113,50,GBT,23.084677941085776,55.65,37.44,1252.5056394823512,89.55871882629162,89.58675
113,55.87890929570277,37.41267537170773,50,GBT,26.507194444996966,55.88,37.410000000000004,878.8310917502686,49.39167120128352,49.57692
114,55.842436113869326,37.88132420733896,350,CCS,30.844141510153822,55.84,37.88,878.8310917502686,147.80196829617577,147.78708
115,55.79002112695313,37.8179900602561,50,GBT,22.598134985729672,55.79,37.82,878.8310917502686,47.55968661030537,48.777096
116,55.86143817705632,37.747987103046846,150,CCS,18.65280388229948,55.86,37.75,1210.2213401680383,113.18128349424283,114.481995
117,55.84110162306973,37.60447647220713,50,GBT,9.574874259992555,55.84,37.6,878.8310917502686,64.84395939946477,64.75968
118,55.65597101766581,37.48664716003543,350,CCS,18.251313282721476,55.660000000000004,37.49,673.4385486807415,121.05263003332682,121.076836
119,55.867767699547,37.47821852133554,50,CCS,19.819149762775286,55.870000000000005,37.480000000000004,878.8310917502686,67.8200369225867,67.082054
120,55.761802672574696,37.5251214490823,350,CCS,10.253490839220893,55.76,37.53,1424.392022517808,170.44739163810584,170.45967
121,55.84223204654922,37.67461333235306,350,GBT,11.5115705924724,55.84,37.67,878.8310917502686,177.37829781880637,176.37408
122,55.86882738997705,37.75729796135003,50,GBT,19.97217298762994,55.870000000000005,37.76,545.3998047176511,50.481550368709605,50.347332
123,55.69540104249156,37.73009868835887,150,GBT,14.202612948101146,55.7,37.730000000000004,313.7274617302113,61.69406201626446,61.976025
124,55.63301557735831,37.53996694847297,350,CCS,16.107019989282684,55.63,37.54,345.4454544824184,108.02346978428731,108.004
125,55.668380548762585,37.8774326403316,50,GBT,30.461593716088906,55.67,37.88,972.9810377923638,64.89967168108615,58.12283
126,55.72813233658788,37.768948458347886,50,GBT,17.110841546107252,55.730000000000004,37.77,624.8639647496857,40.19612103541289,51.188457
127,55.84540442977675,37.6771770262557,150,CCS,11.96238719457956,55.85,37.68,878.8310917502686,81.90779825164032,82.27531
128,55.8582191749769,37.705860373117176,350,CHAdeMO,15.029181560251146,55.86,37.71,878.8310917502686,169.8963909715042,169.3094
129,55.60208563915936,37.60980003121389,350,CCS,17.08259139717578,55.6,37.61,878.8310917502686,136.8763737468044,140.1772
130,55.75322419077327,37.52386549475058,50,GBT,10.375170394488977,55.75,37.52,426.15746055106376,37.830236820409425,37.729286
131,55.72522330094464,37.577986339325626,50,CCS,5.528310889266262,55.730000000000004,37.58,878.8310917502686,70.22351498541646,70.03701
132,55.66663234314122,37.77892305523218,150,CHAdeMO,20.48931408305723,55.67,37.78,906.4248592922248,81.94303075921141,81.67435
133,55.6359596102001,37.40719674431488,150,CCS,26.848487873327496,55.64,37.410000000000004,799.3889802162915,82.73411168298674,84.11657
134,55.70128455142109,37.458036320253456,350,GBT,18.685244871778167,55.7,37.46,878.8310917502686,147.5066380865101,147.40218
135,55.88287291117376,37.42300132101087,350,CHAdeMO,25.770055430404142,55.88,37.42,934.4152599642748,175.5786352381503,175.26312
136,55.69696087960623,37.42036440115948,50,GBT,22.814664733942884,55.7,37.42,475.9750639528666,43.77087226816989,38.20462
137,55.75563718652301,37.82773029200551,350,CHAdeMO,23.357769404031334,55.76,37.83,942.00908727628,140.41843422388592,140.51695
138,55.81090568766855,37.751828929690014,150,CHAdeMO,16.136922439831544,55.81,37.75,430.6192976447187,54.00640094288706,61.505882
139,55.709088880713786,37.63708691454366,150,CCS,5.630940017872845,55.71,37.64,1050.6059466641425,113.99133556723163,113.748604
140,55.89153462481629,37.4489170803255,50,CCS,24.00699213907103,55.89,37.45,878.8310917502686,66.66948701610184,66.68115
141,55.88873418848263,37.645807937558416,150,GBT,15.09118418707579,55.89,37.65,878.8310917502686,93.10285893405238,92.87012
142,55.67553468874761,37.63673588539028,150,CCS,9.166929359170817,55.68,37.64,672.6250121023451,70.96202327682526,71.06274
143,55.74917455176772,37.48660093495501,150,CCS,14.526224480258735,55.75,37.49,644.3620900596179,79.16432442813716,78.8134
144,55.69026349294503,37.61692582461899,150,CHAdeMO,7.2746708481200955,55.69,37.62,878.8310917502686,71.58168649990857,72.26448
145,55.68545214831324,37.59925236719869,50,CCS,8.061487078021424,55.69,37.6,995.5887311910034,75.11330363491616,74.785934
146,55.61106608420637,37.70792504902611,50,CHAdeMO,18.954954217687234,55.61,37.71,878.8310917502686,53.52538223037051,54.28988
147,55.782869300193966,37.71754682543382,350,CHAdeMO,11.525933966965038,55.78,37.72,1458.5228863603777,160.25536383395084,160.18932
148,55.75080370696866,37.42265200488602,150,CHAdeMO,21.613043972079065,55.75,37.42,944.4828961495132,93.07578308941963,92.832756
149,55.615443625375,37.587306307313234,350,GBT,15.93131671392772,55.620000000000005,37.59,661.1114272091571,126.39229563511654,116.43158
150,55.683593939270985,37.71292995785711,50,GBT,13.300933224693487,55.68,37.71,1213.48258745442,81.74646581821949,81.7292
151,55.87247976579,37.65156812929004,50,GBT,13.49847283244105,55.870000000000005,37.65,902.4119638114906,67.03751177244472,55.516365
152,55.67186856720009,37.82824492059416,50,CHAdeMO,25.200238091343802,55.67,37.83,221.76947238699867,24.940382152138913,25.066628
153,55.64346846162737,37.72934681580947,50,GBT,17.61121377193143,55.64,37.730000000000004,424.25608260145134,34.04498303075579,43.966194
154,55.74683582808327,37.48146721354071,50,GBT,15.110236486877696,55.75,37.480000000000004,960.6601008979211,53.95915881451286,54.652393
155,55.89569513623318,37.43528437370021,50,CCS,25.4817749892012,55.9,37.44,1159.633634417167,73.10353858601505,73.100365
156,55.672616581453454,37.72120963910316,50,GBT,14.77455209067827,55.67,37.72,98.82030841011544,21.260892214074353,21.458801
157,55.801640664221765,37.41325565527081,150,GBT,23.213457656370842,55.800000000000004,37.410000000000004,878.8310917502686,84.60315637673727,84.59665
158,55.82848588459861,37.69288779063673,350,CHAdeMO,11.640059292067017,55.83,37.69,417.13841516857485,118.75382752306957,118.98473
159,55.67129126319772,37.87011512071248,50,CHAdeMO,29.58878009123381,55.67,37.87,786.015042710594,51.85313023908599,51.026127
160,55.81846490458356,37.687737088937936,150,CHAdeMO,10.464818252249458,55.82,37.69,234.97675312848776,62.951300695922406,62.723522
161,55.71033493981577,37.594084963103256,150,CHAdeMO,5.666449039841634,55.71,37.59,1174.587730710728,120.43758289039731,120.38415
162,55.78969174917808,37.72164410922117,350,CHAdeMO,12.17784019665143,55.79,37.72,1031.0419780392476,127.72878287951583,128.30878
163,55.790058913228265,37.62912644524576,50,CHAdeMO,4.022946804571151,55.79,37.63,1067.5204971220228,70.44555620319214,70.39743
164,55.76073240522243,37.67280839465796,350,GBT,6.1857089210128295,55.76,37.67,554.8968980733284,139.09656965195646,139.19693
165,55.62708693101632,37.87073240438826,50,CHAdeMO,31.55115940441852,55.63,37.87,1229.8798925980966,62.29203782814573,86.08167
166,55.85059074867677,37.59305131890039,150,CHAdeMO,10.860591106573231,55.85,37.59,1299.2636865101736,128.3490743639373,119.87965
167,55.69623401949152,37.88059528191196,150,CCS,29.964349055626958,55.7,37.88,981.0598407870056,93.52763206457915,93.53103
168,55.65595555311996,37.85267532097803,150,GBT,28.38008773295553,55.660000000000004,37.85,878.8310917502686,104.95995188519889,104.90161
169,55.61223254246643,37.49789556739465,150,GBT,20.727309530645964,55.61,37.5,1111.4081258991687,97.53575143655624,97.507576
170,55.77726788295647,37.43468065043759,350,GBT,20.410330611781493,55.78,37.43,1157.3291863670395,136.94148489374678,136.97118
171,55.803269308552686,37.45038900068871,50,CHAdeMO,19.261815942072865,55.800000000000004,37.45,1499.1499023674664,99.54246061931946,85.01366
172,55.60497634867836,37.409110912825774,50,CHAdeMO,28.535954138738973,55.6,37.410000000000004,1076.8451958354844,56.86844790888193,56.97918
173,55.75362791748979,37.44722148037796,350,CHAdeMO,18.88025517362524,55.75,37.45,1061.0220003259496,127.02576769996755,127.30172
174,55.66794873255938,37.741503386708175,50,CCS,16.886718044733524,55.67,37.74,747.9915878558055,52.33680239004897,52.52763
175,55.793551837122834,37.43559432423012,150,CHAdeMO,20.600043134219057,55.79,37.44,400.8009364575179,70.69411471600414,58.369194
176,55.6523099287015,37.55948781514688,50,CCS,13.158273339836578,55.65,37.56,878.8310917502686,50.17568350073348,50.35436
177,55.807281321430736,37.82243765548473,150,GBT,23.47637775641172,55.81,37.82,726.2033291708698,73.14680062298265,73.04828
178,55.716020603890165,37.41163596786791,350,CHAdeMO,23.251809476607335,55.72,37.410000000000004,878.8310917502686,163.2856614887543,148.52806
179,55.881018996621016,37.80723424129447,50,CCS,25.252149464661134,55.88,37.81,559.920611748352,36.352768182651936,36.475338
180,55.6412562832438,37.540927387386695,350,CCS,15.281374073993366,55.64,37.54,878.8310917502686,127.997141393641,128.20985
181,55.70231990531508,37.459082413810826,50,CHAdeMO,18.538304405845807,55.7,37.46,878.8310917502686,60.54603302281666,60.30068
182,55.63404205637218,37.74836858268208,150,GBT,19.857515374997767,55.63,37.75,268.3817496664973,61.410562354526455,61.570442
183,55.877408085483566,37.71447142338994,350,GBT,17.27853681271617,55.88,37.71,123.23583270680908,126.23169515768654,115.47692
184,55.863201806014295,37.838736006763526,50,GBT,27.3179666582198,55.86,37.84,878.8310917502686,62.097487107033274,62.413834
185,55.67738248831455,37.76753552190194,150,CCS,18.811149459744463,55.68,37.77,246.49946666309336,64.2570841313678,64.14497
186,55.79799521381025,37.80174046519242,350,CCS,21.001810511333737,55.800000000000004,37.800000000000004,823.2145289546986,135.6360470690507,135.96999
187,55.845166660060364,37.54101728628565,350,CCS,13.042123228424561,55.85,37.54,540.7283251012568,127.59336830416652,141.08928
188,55.76656024347984,37.48871977188986,50,CCS,14.322294299214054,55.77,37.49,1257.9599600290176,87.35891358379729,86.89781
189,55.7588951735068,37.775307375820425,50,GBT,17.54218339760777,55.76,37.78,623.4590925470951,48.374706385291844,48.386772
190,55.67255568727013,37.80341736963363,50,CHAdeMO,22.631288804382525,55.67,37.800000000000004,921.830985228787,57.68413959518002,57.45657
191,55.62793083034177,37.895252571000334,150,CCS,33.96094953710195,55.63,37.9,878.8310917502686,94.9591553927103,94.98039
192,55.869164727386,37.60630883845571,50,CCS,12.642489248203805,55.870000000000005,37.61,878.8310917502686,49.139290568607244,50.123432
193,55.870125417149,37.58600904289639,350,GBT,13.156860015174873,55.870000000000005,37.59,492.2394855602296,153.19516825999315,152.9351
194,55.78993043718198,37.788206480371,350,CHAdeMO,19.345205271080157,55.79,37.79,878.8310917502686,173.86726792050453,172.6129
195,55.70170893731461,37.57040177012651,50,CHAdeMO,7.9466132074178715,55.7,37.57,878.8310917502686,51.092849695904675,51.42212
196,55.7047628723838,37.86537866280178,50,GBT,28.113434216257197,55.7,37.87,1310.27176860943,94.74277836111354,94.812996
197,55.81778670366107,37.8292063759215,350,GBT,24.50729773057014,55.82,37.83,722.6627886232061,112.97807857511945,113.10858
198,55.86913307798577,37.61449701368751,150,CHAdeMO,12.583818564911871,55.870000000000005,37.61,878.8310917502686,87.77089473257006,87.50171
199,55.86612592727953,37.77543553389575,50,CCS,21.40276236198723,55.870000000000005,37.78,297.89044254129857,28.6213101558092,28.349834
200,55.83396266375728,37.77727143704234,50,CHAdeMO,19.763070015029964,55.83,37.78,1212.6016280004114,60.88522015175351,61.43957
