id,latitude,longitude,power_kw,connector_type,address
12179191166,55.7875851,37.8843103,150,Unknown,
12212647087,55.6431209,37.4962983,150,Unknown,
12240880146,55.7419165,37.530864,50,Unknown,
12293756874,55.7392618,37.6137959,50,Unknown,
12293756875,55.7359024,37.6105964,50,Unknown,
12293756876,55.7333997,37.6096107,50,Unknown,
12293756877,55.7334319,37.6096223,50,Unknown,
12387224353,55.7525229,37.8628032,50,1,
12416967668,55.6908453,37.5657224,150,1,
12429496328,55.7610283,37.6071413,50,Unknown,
12429496329,55.7610004,37.6070917,50,Unknown,
12460407601,55.7927332,37.5941393,150,Unknown,
12467446699,55.7537092,37.605906,50,Unknown,
12469128701,55.7446964,37.610479,50,Unknown,
12471880290,55.74395,37.6408273,50,Unknown,
12475735223,55.7700709,37.6373261,50,Unknown,
12500779372,55.8782381,37.4823204,50,Unknown,
12534385560,55.6704715,37.5412191,150,Unknown,
12643107032,55.7490319,37.8796622,50,Unknown,
12734152784,55.7559437,37.5387644,50,Unknown,
12788113334,55.7906405,37.6827965,50,Unknown,
12799895328,55.7429701,37.5304342,150,Unknown,
12799921060,55.742939,37.5303427,150,Unknown,
12809257312,55.7596374,37.6633098,50,Unknown,
12809281465,55.7602072,37.6660103,50,2,
12883077831,55.7408174,37.5320714,150,Unknown,
12922626733,55.8069521,37.6500379,50,Unknown,
12922626734,55.8069928,37.6500781,50,Unknown,
12925515643,55.7780529,37.6061381,50,Unknown,
12925515644,55.7779578,37.6062012,50,Unknown,
12972360130,55.8159642,37.7230248,150,Unknown,
13005784504,55.6512786,37.4787761,150,Unknown,
13005784505,55.6465309,37.4688157,50,Unknown,
13005996701,55.8387752,37.5767048,50,1,
13027029558,55.73093,37.7381956,50,1,
13049552026,55.6931942,37.5750594,50,Unknown,
13062219477,55.7087737,37.6110249,50,Unknown,
13068243417,55.9330622,37.8048523,50,Unknown,
13072038424,55.7724885,37.6138106,50,Unknown,
13159449889,55.7129653,37.6067079,50,Unknown,
13176786035,55.7641443,37.5740283,50,Unknown,
13188923160,55.7370297,37.6620568,150,Unknown,
13238380582,55.6889852,37.5892387,50,Unknown,
13260325860,55.8697931,37.6619938,50,1,
13263946975,55.8622301,37.6744118,150,1,
13263946976,55.8850874,37.6617406,150,2,
13263946977,55.859421,37.6577624,50,1,
13280045859,55.7365538,37.6879318,50,Unknown,
13283998601,55.7421696,37.4789223,50,Unknown,
13283998602,55.897321,37.4008248,50,1,
13288047093,55.9024633,37.3609861,50,2,
13288047094,55.9046424,37.3591255,50,3,
13288068678,55.9047738,37.4142871,150,1,
13289649064,55.9054655,37.3853697,50,2,
13289650780,55.9040568,37.4174704,50,1,
13289653160,55.753297,37.8854238,150,1,
13289653161,55.7539431,37.8880756,50,Unknown,
13290022245,55.683461,37.5538262,150,1,
13290022246,55.6731797,37.6314665,150,Unknown,
13290022247,55.7535358,37.670958,50,1,
13291462154,55.7498569,37.8640072,50,1,
13291462155,55.7469288,37.8689099,50,1,
13291502107,55.8972345,37.4078421,50,1,
13293530568,55.5804901,37.573683,150,1,
13293577948,55.9468098,37.440363,50,Unknown,
13294919100,55.884792,37.5147058,50,3,
13295395508,55.9160533,37.6684603,50,Unknown,
13295395509,55.9312684,37.6577149,50,1,Трасса
13295401138,55.7810483,37.8407921,50,1,
13295719164,55.7021742,37.7780464,150,2,
13298514026,55.8814183,37.7169743,50,1,
13298514027,55.8794605,37.7146012,50,1,
13298514028,55.8879286,37.6564727,50,1,
13298514029,55.891721,37.6623649,150,2,
13299579814,55.7151336,37.8862353,150,Unknown,
13299984276,55.7897895,37.4955071,50,1,
13299984277,55.7850696,37.4960332,50,1,
13305555780,55.9010066,37.734843,150,1,
13305555782,55.9374776,37.4906785,150,1,
13324386629,55.6020118,37.4829812,50,Unknown,
13340857039,55.742556,37.6164651,50,Unknown,
13356519203,55.9114805,37.5880402,50,1,
13365245315,55.7045835,37.3534012,50,1,
13368519217,55.704841,37.3576144,150,Unknown,
13369586597,55.7809962,37.9304989,150,Unknown,
13370782070,55.7595357,37.8436133,50,Unknown,
13370800106,55.8090559,37.8410864,150,1,
13370800107,55.8090815,37.8410874,150,1,
13391070605,55.7389587,37.6522272,50,Unknown,
13395819729,55.6745928,37.8617532,50,1,
13396544947,55.675619,37.8363404,50,Unknown,
13396544950,55.7935523,37.9446268,50,1,
13401697680,55.742712,37.6696521,150,Unknown,
13402065020,55.6528428,37.9056923,150,Unknown,
13402065021,55.6687388,37.8707466,150,Unknown,
13406615415,55.8566293,37.6697737,50,2,
13406615416,55.856287,37.6690174,150,Unknown,
13406615417,55.8758346,37.6664914,150,Unknown,
13462338276,55.7556294,37.560754,150,Unknown,
13472470428,55.7734614,37.6635832,50,Unknown,
13516607326,55.5968657,37.6009946,150,Unknown,
13528886910,55.8098697,37.6370105,50,Unknown,
13528886911,55.8071252,37.6344836,50,Unknown,
13528886912,55.8071697,37.634495,150,Unknown,
13528886913,55.8073475,37.6349678,50,Unknown,
13528886914,55.8073443,37.6350859,50,Unknown,
13602175516,55.7573767,37.5865956,50,Unknown,
13673769854,55.7619647,37.6316527,50,Unknown,
13673769855,55.7618666,37.6316413,50,Unknown,
13673983610,55.7856957,37.7387183,150,Unknown,
13703489339,55.7791084,37.8550536,150,Unknown,
13750165834,55.8436602,37.3992752,50,Unknown,
13759167856,55.7486297,37.6568556,50,Unknown,
13760481719,55.7079314,37.6823551,50,Unknown,
13762273645,55.7084853,37.6557459,150,Unknown,
13790279330,55.7613606,37.6360903,50,Unknown,
13808053108,55.7391423,37.420777,150,Unknown,
13808053109,55.7391034,37.4208688,150,Unknown,
13808118483,55.7377832,37.4334778,150,1,
13808293203,55.7247689,37.4089854,50,Unknown,
13815058401,55.7747385,37.6287757,50,Unknown,
13820474692,55.7354332,37.42281,150,Unknown,
13970892739,55.6650175,37.5122528,150,Unknown,
13973052457,55.785733,37.4801095,150,Unknown,
13976563380,55.8620663,37.5213824,50,Unknown,
14004981766,55.766668,37.3714636,50,Unknown,
14008077269,55.7834445,37.6764187,50,Unknown,
14008077270,55.7833506,37.6762906,50,Unknown,
14011442431,55.7218463,37.410299,150,Unknown,Яндекс Заправки
14016846089,55.9254448,37.3966456,50,Unknown,
14030891297,55.7500896,37.7272217,50,1,Электрохаб Лефортовский
14030903186,55.5791163,37.6202679,150,1,Электрохаб Южный
1431642366,55.8835068,37.6343376,50,Unknown,
1535104647,55.8473721,37.6754334,50,Unknown,
