id,latitude,longitude,type,power_kw,name
296953134,55.6626511,37.6056223,transport_hub,150,Нахимовский проспект
296953135,55.6526736,37.598434,transport_hub,150,Севастопольская
296953136,55.640455,37.60669,transport_hub,150,Чертановская
296953137,55.622256,37.6092188,transport_hub,150,Южная
296953138,55.6123741,37.6045238,transport_hub,150,Пражская
296953140,55.5825315,37.5965311,transport_hub,150,Аннино
296956168,55.8065606,37.5819074,transport_hub,150,Дмитровская
296957238,55.8979224,37.5873584,transport_hub,150,Алтуфьево
296957239,55.8838707,37.6035539,transport_hub,150,Бибирево
296957241,55.8631775,37.6046508,transport_hub,150,Отрадное
296959502,55.8606544,37.4365264,transport_hub,150,Планерная
296959504,55.8265293,37.4369761,transport_hub,150,Тушинская
296959505,55.8084608,37.4647008,transport_hub,150,Щукинская
296959507,55.7775087,37.5192899,transport_hub,150,Полежаевская
296959508,55.7737161,37.5466565,transport_hub,150,Беговая
297148038,55.7745807,37.6544906,transport_hub,150,Комсомольская
297335182,55.7103322,37.559289,transport_hub,150,Воробьёвы горы
297773322,55.7331695,37.6674776,transport_hub,150,Крестьянская Застава
299071705,55.6215503,37.7380951,parking,50,
300120212,55.613694,37.7444351,transport_hub,150,Красногвардейская
305486163,55.6108547,37.7187413,transport_hub,150,Домодедовская
308993125,55.6131433,37.6949724,transport_hub,150,Орехово
308993196,55.6214814,37.669238,transport_hub,150,Царицыно
308993566,55.6357353,37.6565408,transport_hub,150,Кантемировская
309752494,55.6926632,37.5332847,transport_hub,150,Университет
310752865,55.6046219,37.7123014,mall,150,Белград
311605855,55.5927752,37.6539345,transport_hub,150,Бирюлёво-Товарная
314679443,55.6529025,37.5984294,transport_hub,150,Каховская
316109463,55.9148226,37.7617421,transport_hub,150,Мытищи
316978213,55.9254458,37.8164449,transport_hub,150,Подлипки-Дачные
316978214,55.9261494,37.8612364,transport_hub,150,Болшево
316982596,55.9271205,37.9461788,transport_hub,150,Соколовская
333159878,55.659739,37.7506688,transport_hub,150,Братиславская
349930322,55.6772263,37.5060642,transport_hub,150,Проспект Вернадского
375896139,55.7297909,37.3924879,transport_hub,150,Кунцево II
387476712,55.6169234,37.6413666,parking,50,
390942800,55.8206732,37.500458,parking,50,
442887410,55.7719367,37.6452079,parking,50,
448176561,55.6127031,37.7468598,transport_hub,150,Международный автовокзал Красногвардейский
473887668,55.7784041,37.6567616,transport_hub,150,Москва-Пассажирская-Ярославская
480758048,55.708827,37.5413015,parking,50,
481104122,55.628655,37.5993361,parking,50,
482219272,55.6227255,37.6014313,parking,50,
491643689,55.7522593,37.4402971,parking,50,
496224887,55.7285067,37.4168081,parking,50,
500670315,55.7315854,37.4122182,parking,50,
502017420,55.7301413,37.412189,parking,50,
573884369,55.869428,37.6809896,parking,50,
583753125,55.6880278,37.4822534,parking,50,
608594596,55.817886,37.3954833,parking,50,
608594600,55.8175307,37.40322,parking,50,
610902787,55.7028908,37.5094344,parking,50,
612576221,55.8747671,37.5869875,parking,50,
613063273,55.7721781,37.419698,parking,50,
613102528,55.8728893,37.5902973,parking,50,
614989034,55.7933127,37.3930017,parking,50,
618285293,55.7387137,37.673738,parking,50,
620015444,55.7904357,37.4041845,parking,50,
621098499,55.8420788,37.6441654,parking,50,
623256658,55.7469655,37.4194815,parking,50,
663153525,55.6526127,37.6111498,parking,50,
687928779,55.6534057,37.5648305,parking,50,
687978992,55.6512098,37.5632728,parking,50,
690549778,55.8145299,37.5269566,transport_hub,150,Подмосковная
690981713,55.6556501,37.5713558,parking,50,
690981714,55.6556804,37.5726111,parking,50,
690981715,55.6546756,37.5750036,parking,50,
721419475,55.7896078,37.379924,parking,50,
730906357,55.8676774,37.6804719,parking,50,
747701907,55.8269431,37.478918,parking,50,
763018012,55.5674865,37.5617073,parking,50,
794161806,55.626306,37.7575558,parking,50,
835080364,55.8072062,37.4090816,parking,50,
854529313,55.7192879,37.7270312,parking,50,
924267386,55.736207,37.4950728,parking,50,
924267399,55.7362709,37.4984158,parking,50,
928066679,55.6882003,37.6199308,parking,50,
933281153,55.7935817,37.6379157,parking,50,
957121363,55.7399356,37.4903532,parking,50,
968720421,55.7520906,37.574618,parking,50,
987493838,55.7774978,37.5788664,parking,50,
988868832,55.9337694,37.549748,parking,50,
1008331829,55.8606614,37.449383,parking,50,
1041288821,55.7505629,37.4271162,parking,50,
1045233835,55.754279,37.4305122,transport_hub,150,
1058953545,55.8045874,37.6418005,parking,50,
1062135937,55.7627946,37.7460652,transport_hub,150,Лефортово
1062480585,55.7242373,37.730944,transport_hub,150,Новопролетарская
1062487275,55.8031708,37.4954545,transport_hub,150,Серебряный Бор
1080393367,55.5881326,37.650913,parking,50,
1091528751,55.8934013,37.6009948,parking,50,
1107544419,55.6643399,37.635778,parking,50,
1107544424,55.6651076,37.6343279,parking,50,
1133770353,55.9085071,37.7416465,parking,50,
1145722295,55.563735,37.7640438,transport_hub,150,Заводская
1149233174,55.7727203,37.7066299,parking,50,
1153161757,55.7557771,37.4473705,parking,50,
1157464694,55.6472808,37.5973295,parking,50,
1157975976,55.776702,37.583575,transport_hub,150,Белорусская
1158396469,55.7761384,37.5840675,transport_hub,150,Белорусская
1167209019,55.7721776,37.5564951,transport_hub,150,Москва-Товарная-Смоленская
1167658970,55.8979978,37.3505746,parking,50,
1184559786,55.8905593,37.5927288,parking,50,
1200794170,55.6236459,37.6640384,parking,50,
1203831278,55.7183196,37.567596,parking,50,
1215991974,55.8939239,37.7171971,parking,50,
1219620861,55.6418311,37.7504074,transport_hub,150,Марьино (метро)
1221839292,55.6331469,37.5189769,transport_hub,150,Коньково
1226417405,55.9020317,37.5859998,parking,50,
1245064239,55.8426147,37.4981537,parking,50,
1264506208,55.7269664,37.5581724,parking,50,
1265146340,55.7000984,37.428152,parking,50,
1265146342,55.7012833,37.4263939,parking,50,
1265146384,55.7005255,37.4261256,parking,50,
1265146494,55.7006396,37.4240957,parking,50,
1271026137,55.8029882,37.7842751,parking,50,
1277731625,55.6046417,37.4264305,parking,50,
1277731627,55.6070519,37.4478735,parking,50,
1280215663,55.7345305,37.819594,parking,50,
1281308550,55.6174024,37.842013,transport_hub,150,Дзержинский
1296121854,55.7817199,37.7183872,parking,50,
1306231284,55.566394,37.5577292,parking,50,
1317104081,55.7907135,37.7905234,parking,50,
1343566374,55.6094207,37.4476713,parking,50,
1359966706,55.6132584,37.5381316,parking,50,
1359966728,55.6135043,37.5381895,parking,50,
1365205106,55.9047589,37.5854679,parking,50,
1419554964,55.806312,37.405808,parking,50,
1446012323,55.9296509,37.7226596,parking,50,
1447728943,55.8254284,37.5001697,parking,50,
1447728975,55.825471,37.5033599,parking,50,
1447729049,55.8259879,37.4992344,parking,50,
1453791442,55.8099467,37.7678648,parking,50,
1456150209,55.7766971,37.5428941,parking,50,
1467468087,55.7936401,37.6434145,transport_hub,150,Николаевка
1482337494,55.6163923,37.7279449,parking,50,
1527999919,55.6333039,37.7437524,transport_hub,150,Борисово
1527999927,55.6122352,37.745179,transport_hub,150,Зябликово
1527999934,55.6210274,37.7436392,transport_hub,150,Шипиловская
1557351855,55.7040494,37.8342341,parking,50,
1557351864,55.704356,37.8352652,parking,50,
1557351866,55.7047749,37.833996,parking,50,
1557351876,55.7049801,37.8348451,parking,50,
1586933017,55.8556968,37.5851237,parking,50,
1606132501,55.8738197,37.4059528,parking,50,
1621166450,55.7306862,37.4421772,parking,50,
1663143294,55.603123,37.5417533,parking,50,
1677617766,55.7964858,37.6419353,parking,50,
1682902832,55.6902311,37.7900084,parking,50,
1685948363,55.8075485,37.5710754,parking,50,
1688940756,55.7729054,37.6508902,parking,50,
1690256864,55.7710493,37.6507622,parking,50,
1705951317,55.7290949,37.6410311,transport_hub,150,Москва-Пассажирская-Павелецкая
1721877401,55.8872217,37.6010603,parking,50,
1722804154,55.8247404,37.5002316,parking,50,
1723621159,55.8726731,37.4635709,parking,50,
1730486352,55.7116962,37.5468169,transport_hub,150,Воробьёвы горы
1733868206,55.8315093,37.4667627,parking,50,
1739010998,55.6882526,37.6165376,parking,50,
1739011001,55.688631,37.6154875,parking,50,
1752901617,55.7925566,37.5173811,parking,50,
1760860248,55.7418309,37.8666866,parking,50,
1765432660,55.6450246,37.3652435,parking,50,
1805928322,55.8054231,37.5828559,parking,50,
1820370386,55.9192123,37.7638392,parking,50,
1824010960,55.86622,37.6525658,parking,50,
1830903159,55.729369,37.4196355,parking,50,
1835788263,55.813259,37.574292,parking,50,
1836711621,55.8668052,37.4937344,parking,50,
1836711643,55.8671664,37.4928929,parking,50,
1853309867,55.8173847,37.8262444,parking,50,
1853957533,55.8807027,37.4515288,parking,50,
1862966811,55.8667466,37.4440557,parking,50,
1882931770,55.8974849,37.6323529,parking,50,
1883897424,55.9101545,37.8096008,parking,50,
1892859893,55.7673887,37.6695659,parking,50,
1905944725,55.7857803,37.8712246,parking,50,
1908039846,55.9102946,37.773893,parking,50,
1908950049,55.8067541,37.5723559,parking,50,
1911350871,55.8326948,37.5763592,parking,50,
1919738365,55.7028779,37.426108,parking,50,
1975180053,55.6369458,37.5984585,mall,150,"Торгово-развлекательный центр ""Авентура"""
1985948187,55.8626438,37.6832905,transport_hub,150,Лосиноостровская
1987939218,55.6185151,37.6688476,transport_hub,150,Царицыно
1988800418,55.6715844,37.7300731,transport_hub,150,Люблино-Сортировочное
1994411890,55.882782,37.5677763,transport_hub,150,Бескудниково
1994411919,55.9045015,37.5382527,transport_hub,150,Марк
1994527059,55.5903775,37.615322,transport_hub,150,Красный Строитель
1994609655,55.68249,37.896703,transport_hub,150,Люберцы I
1994609660,55.6726546,37.9333995,transport_hub,150,Люберцы II
1994609746,55.7358077,37.7644261,transport_hub,150,Перово
1994637881,55.8936153,37.4536637,transport_hub,150,Химки
1994650475,55.7440926,37.514551,transport_hub,150,Фили
1994682649,55.7397339,37.7953827,transport_hub,150,Кусково
2001755305,55.8270524,37.4410998,transport_hub,150,Тушинская
2007252034,55.7925819,37.7722058,parking,50,
2013335043,55.8097744,37.4114215,parking,50,
2013335045,55.8100431,37.4114721,parking,50,
2013335052,55.8106256,37.4040349,parking,50,
2013335059,55.8108711,37.411717,parking,50,
2013335078,55.81145,37.4108967,parking,50,
2013335079,55.8117122,37.4117947,parking,50,
2013335081,55.812136,37.4093532,parking,50,
2013335082,55.8122015,37.4110522,parking,50,
2013335083,55.8127141,37.3976514,parking,50,
2013335084,55.8131065,37.3968707,parking,50,
2013335091,55.8138495,37.3926508,parking,50,
2013335093,55.8168077,37.4043914,parking,50,
2013335094,55.8171954,37.4028849,parking,50,
2023211069,55.7175334,37.6433584,transport_hub,150,Дербеневская
2036670058,55.9225356,37.8153986,mall,150,
2080924763,55.6327995,37.765935,transport_hub,150,Алма-Атинская
2101832212,55.856143,37.3542024,transport_hub,150,Пятницкое шоссе
2128666744,55.6409015,37.6154709,parking,50,
2129823484,55.6411827,37.6105526,parking,50,
2131279910,55.5812389,37.9123219,parking,50,
2132103576,55.7175357,37.4141378,mall,150,Петровский
2137151132,55.7576312,37.8784376,parking,50,
2166561859,55.5890429,37.6738654,transport_hub,150,Обменная
2206004950,55.7355288,37.5804595,parking,50,
2285174726,55.6461086,37.7318144,parking,50,
2293088125,55.8053065,37.567892,parking,50,
2298658194,55.8010835,37.5662845,parking,50,
2304073287,55.763463,37.8627071,parking,50,
2332198624,55.7624002,37.866537,parking,50,
2402453787,55.6629114,37.87348,parking,50,
2424543802,55.7624612,37.8637925,parking,50,
2450293889,55.7290329,37.4167646,parking,50,
2523726558,55.8159477,37.8116341,parking,50,
2525101862,55.685438,37.8562939,transport_hub,150,Жулебино
2525101863,55.7016254,37.8519732,transport_hub,150,Лермонтовский проспект
2557816060,55.7850114,37.600895,parking,50,
2588512272,55.7330738,37.5925519,parking,50,
2591402980,55.6002393,37.5563789,transport_hub,150,Битцевский парк
2607530482,55.8849506,37.4063639,parking,50,
2639576636,55.5598988,37.8715307,parking,50,
2668349979,55.7461251,37.5505609,parking,50,
2687590616,55.7763133,37.5803618,transport_hub,150,Москва-Пассажирская-Смоленская
2687602339,55.7420034,37.5628449,transport_hub,150,Москва-Пассажирская-Киевская
2692857848,55.7877328,37.7816023,transport_hub,150,Измайловская
2692882978,55.7947265,37.7993959,transport_hub,150,Первомайская
2692905506,55.8093369,37.7985725,transport_hub,150,Щёлковская
2699008011,55.8024495,37.6262201,transport_hub,150,Москва-Товарная
2702402319,55.6798441,37.6665268,mall,150,1000 вещей
2744559340,55.6850893,37.9346351,parking,50,
2750740442,55.9260325,37.9135151,parking,50,
2772190943,55.7081237,37.545246,transport_hub,150,Воробьёвы горы
2820073811,55.7623741,37.6772288,parking,50,
2823459715,55.8345457,37.5636952,parking,50,
2847343537,55.8722099,37.488665,parking,50,
2847343551,55.8730623,37.4875299,parking,50,
2906313724,55.6583333,37.871037,parking,50,
2922768846,55.7749163,37.5398108,parking,50,
2922768851,55.7754666,37.5379865,parking,50,
2922768854,55.7756877,37.538861,parking,50,
2928253743,55.7847837,37.5135917,parking,50,
2946110389,55.7118499,37.8576694,parking,50,
2950850833,55.7365232,37.518219,transport_hub,150,Парк Победы
2988588536,55.7780712,37.5112974,parking,50,
2995761894,55.8720481,37.4883082,parking,50,
2995774120,55.8733919,37.4844884,parking,50,
2995898649,55.8709518,37.4979023,parking,50,
2995898655,55.8735653,37.4852045,parking,50,
2997225941,55.873413,37.4932138,parking,50,
2998106917,55.6586217,37.598343,parking,50,
3003747245,55.7556427,37.4595032,parking,50,
3010877681,55.8745446,37.4517135,parking,50,
3037110910,55.6310295,37.6044089,parking,50,
3037886048,55.8273122,37.8982616,parking,50,
3037886049,55.8274716,37.9012286,parking,50,
3049021695,55.6303998,37.6060657,parking,50,
3050885196,55.7543037,37.7568567,parking,50,
3050885223,55.7549352,37.7563981,parking,50,
3052211837,55.7919159,37.6289774,parking,50,
3058911918,55.839644,37.6668443,transport_hub,150,Ростокино
3059808405,55.6336257,37.607848,parking,50,
3113652104,55.6788314,37.894348,parking,50,
3125484482,55.6871185,37.6619345,parking,50,
3129212862,55.7051063,37.7143067,transport_hub,150,Москва-Южный Порт
3160952315,55.6239532,37.6320777,transport_hub,150,Чертаново
3213664972,55.7662017,37.7309433,parking,50,
3226027966,55.7000117,37.767545,parking,50,
3226428878,55.7491138,37.5391788,transport_hub,150,Деловой центр
3392234137,55.8217045,37.5297516,parking,50,
3398793639,55.8706212,37.5845868,parking,50,
3462458394,55.887476,37.5508073,parking,50,
3481653051,55.7957292,37.5413258,parking,50,
3486366029,55.8010735,37.4006937,parking,50,
3486366039,55.8028515,37.4036235,parking,50,
3558424830,55.8025047,37.5449274,parking,50,
3558424847,55.8028382,37.5438192,parking,50,
3558424854,55.8030441,37.5431003,parking,50,
3558424862,55.8032035,37.5440689,parking,50,
3558424865,55.8034501,37.5431392,parking,50,
3558438689,55.7996657,37.5458687,parking,50,
3558439097,55.8004232,37.5477678,parking,50,
3558439101,55.8006143,37.5474609,parking,50,
3558439106,55.8007538,37.5467275,parking,50,
3558464635,55.8005671,37.5448448,parking,50,
3561738093,55.7576426,37.8619721,parking,50,
3570136536,55.8503475,37.500595,parking,50,
3604728689,55.7308786,37.5976563,transport_hub,150,"Причал Флотилии ""Рэдисон Ройал"""
3608481074,55.587398,37.9176148,transport_hub,150,Заводская
3608481075,55.6575606,37.8908294,transport_hub,150,Разъезд 2 километр
3609204449,55.7411038,37.7330367,transport_hub,150,Андроновка
3625226778,55.6738379,37.9028611,transport_hub,150,Мальчики
3663333810,55.7175161,37.6302953,parking,50,
3665113037,55.79995,37.581608,parking,50,
3696761797,55.6873198,37.8759403,parking,50,
3696761798,55.6876767,37.8759696,parking,50,
3706404506,55.7220504,37.624016,parking,50,
3706419900,55.7224852,37.6233576,parking,50,
3707543824,55.8080195,37.4005994,parking,50,
3718351097,55.7016527,37.6180457,parking,50,
3720466881,55.7171003,37.6300102,parking,50,
3728095605,55.6769584,37.8815244,parking,50,
3761316057,55.8043687,37.4068159,parking,50,
3777454940,55.6957397,37.8934066,parking,50,
3777454941,55.6961117,37.8935081,parking,50,
3790218285,55.6708299,37.8953918,parking,50,
3798455131,55.718815,37.6292989,parking,50,
3798455557,55.7170444,37.6284621,parking,50,
3877167017,55.8211767,37.8264498,mall,150,Волна
3878594306,55.8014119,37.4138203,parking,50,
3938633873,55.8210435,37.6498255,parking,50,
3943961770,55.6329538,37.4415854,transport_hub,150,Румянцево
3948918563,55.5811918,37.9118807,parking,50,
3948919257,55.578011,37.910325,parking,50,
3949877918,55.711883,37.8982374,parking,50,
3961161543,55.8713476,37.4984119,parking,50,
3961161544,55.8704657,37.4975295,parking,50,
3964783444,55.8703322,37.4896338,parking,50,
3965220762,55.5748729,37.818625,parking,50,
3978905064,55.9135518,37.7613147,parking,50,
3997520940,55.6177805,37.5929236,parking,50,
3997648031,55.5964124,37.5899485,parking,50,
3998135754,55.6359309,37.5959227,parking,50,
4002820278,55.7889237,37.6001961,parking,50,
4004808382,55.6169525,37.6050235,parking,50,
4006225428,55.621922,37.4241868,transport_hub,150,Саларьево
4008786262,55.6765129,37.8858501,parking,50,
4018240150,55.6089837,37.5966558,parking,50,
4018240152,55.6088468,37.5946664,parking,50,
4018240583,55.608474,37.5951527,parking,50,
4023243101,55.6170476,37.5922782,parking,50,
4027843936,55.6244886,37.5899557,parking,50,
4036217593,55.6292509,37.5922262,parking,50,
4041951973,55.6164614,37.6072401,parking,50,
4044589780,55.6130235,37.5959043,parking,50,
4053485713,55.6162497,37.5809529,parking,50,
4059370481,55.6753945,37.6652999,parking,50,
4064714610,55.6196549,37.6061887,parking,50,
4071741215,55.8224223,37.5001813,parking,50,
4071741218,55.8267863,37.5113988,parking,50,
4124617223,55.8573358,37.4947456,parking,50,
4127327297,55.6309094,37.5979819,parking,50,
4157095816,55.7475188,37.7640618,parking,50,
4178004733,55.6404189,37.5966677,parking,50,
4198288297,55.6763483,37.8779755,parking,50,
4211548949,55.5728976,37.5736875,parking,50,
4231402123,55.7000111,37.8968331,parking,50,
4254159213,55.632869,37.6585944,parking,50,
4256000685,55.7942769,37.768155,parking,50,
4301992558,55.6498636,37.5354133,parking,50,
4302010091,55.6495162,37.5343162,parking,50,
4309763433,55.6480367,37.5388257,parking,50,
4331488240,55.7782927,37.6887971,parking,50,
4362600686,55.7327897,37.5695206,parking,50,
4366001254,55.8800253,37.6121431,transport_hub,150,Медведково
4375793533,55.7589041,37.7460379,transport_hub,150,Шоссе Энтузиастов
4375823880,55.6142569,37.7510888,parking,50,
4379061167,55.7470515,37.7377294,transport_hub,150,Андроновка
4379061170,55.6901311,37.6188659,transport_hub,150,Верхние Котлы
4379061172,55.7475564,37.5320101,transport_hub,150,Москва-Сити
4379061173,55.7884942,37.5043625,transport_hub,150,Зорге
4379061174,55.7897913,37.743213,transport_hub,150,Измайлово
4379061176,55.8396193,37.5201074,transport_hub,150,Коптево
4379061179,55.8471565,37.5514638,transport_hub,150,Лихоборы
4379061181,55.7206173,37.5613109,transport_hub,150,Лужники
4379061183,55.8489281,37.5711327,transport_hub,150,Окружная
4379061184,55.7990098,37.4990272,transport_hub,150,Панфиловская
4379061187,55.7713304,37.7450661,transport_hub,150,Соколиная Гора
4379061188,55.8137004,37.4869799,transport_hub,150,Стрешнево
4379061589,55.7184497,37.6977066,transport_hub,150,Угрешская
4379061590,55.7573064,37.525668,transport_hub,150,Шелепиха
4397879996,55.8293089,37.7024844,transport_hub,150,Белокаменная
4404057364,55.822916,37.5876371,transport_hub,150,Фонвизинская
4409542907,55.825887,37.4964047,transport_hub,150,Балтийская
4418228583,55.8427156,37.6569202,transport_hub,150,Ростокино
4451591001,55.6825397,37.6629289,mall,150,Торгово-развлекательный центр «Нора»
4472814890,55.8189229,37.5041313,parking,50,
4475638484,55.6465824,37.8505738,parking,50,
4486041716,55.8040926,37.7813336,parking,50,
4486635765,55.6728709,37.8750973,parking,50,
4491192232,55.8031506,37.5125012,parking,50,
4503744700,55.6804291,37.8607563,parking,50,
4518987243,55.685557,37.8780856,parking,50,
4523602060,55.6488445,37.7349513,parking,50,
4523602061,55.649173,37.734911,parking,50,
4564863052,55.9113844,37.6281467,parking,50,
4616194080,55.678203,37.902856,parking,50,
4616194083,55.6780231,37.9018529,parking,50,
4616199402,55.6779973,37.9011957,parking,50,
4638305161,55.6777338,37.6200342,parking,50,
4648934098,55.749296,37.7708822,parking,50,
4730792558,55.7609509,37.7452784,parking,50,
4737155708,55.7247884,37.4968443,transport_hub,150,Минская
4737155709,55.7071424,37.5162362,transport_hub,150,Ломоносовский проспект
4739808708,55.8170453,37.7373556,transport_hub,150,Бульвар Рокоссовского
4741669520,55.6580476,37.593444,parking,50,
4743070197,55.6643109,37.5893779,parking,50,
4764178778,55.7593706,37.8626058,parking,50,
4787634306,55.701168,37.8997433,parking,50,
4826742735,55.8547141,37.638951,parking,50,
4826742742,55.8551127,37.6393259,parking,50,
4826742761,55.8551905,37.6384529,parking,50,
4826742774,55.8542627,37.639064,parking,50,
4833096162,55.7771437,37.507379,transport_hub,150,Хорошёво
4833122335,55.8041325,37.7460075,transport_hub,150,Локомотив
4833126188,55.7321929,37.7281427,transport_hub,150,Нижегородская
4833132227,55.7241462,37.7168875,transport_hub,150,Новохохловская
4833137665,55.697877,37.6475538,transport_hub,150,ЗИЛ
4839689290,55.6867251,37.8723878,parking,50,
4839806238,55.8560636,37.6389748,parking,50,
4839806255,55.8548328,37.6442578,parking,50,
4841784750,55.8004659,37.5297685,parking,50,
4841784751,55.8005187,37.5296022,parking,50,
4847996860,55.8133726,37.6025285,transport_hub,150,Бутырская
4853997646,55.894837,37.5353989,parking,50,
4924592162,55.7375322,37.700723,parking,50,
4944224448,55.9129669,37.7568021,parking,50,
4944224449,55.9129213,37.7569154,parking,50,
4948000540,55.6530886,37.8224087,mall,150,"Свадебная галерея ""Салют"""
4952235332,55.6827199,37.8860197,parking,50,
4979560751,55.742357,37.8346015,parking,50,
5015215284,55.8071433,37.5472526,parking,50,
5039053510,55.8817288,37.5367371,parking,50,
5045040306,55.723663,37.9106227,parking,50,
5045528640,55.8163021,37.8476918,parking,50,
5057521118,55.8914296,37.5417279,parking,50,
5075620891,55.7943095,37.6578482,parking,50,
5084235396,55.6568968,37.4740629,parking,50,
5146789471,55.9101279,37.747314,parking,50,
5146789472,55.9097491,37.7463028,parking,50,
5146789476,55.9132262,37.7511871,parking,50,
5149731782,55.9142659,37.754006,parking,50,
5151510960,55.8891,37.444,parking,50,
5176248502,55.7306795,37.4460224,transport_hub,150,Кунцевская
5202107560,55.8183044,37.4357519,transport_hub,150,Спартак
5202107564,55.8037017,37.4030833,transport_hub,150,Строгино
5202107568,55.8355134,37.3822424,transport_hub,150,Волоколамская
5257134582,55.6586875,37.8843447,parking,50,
5299606129,55.9106478,37.7324089,parking,50,
5322312582,55.8129207,37.5745846,parking,50,
5395265488,55.8911053,37.6786322,parking,50,
5436404611,55.7766946,37.5191367,transport_hub,150,Хорошёвская
5436420781,55.786561,37.5332007,transport_hub,150,ЦСКА
5452183434,55.7626798,37.8631811,parking,50,
5452183435,55.7627371,37.8629504,parking,50,
5465721994,55.7864082,37.6141492,parking,50,
5482245444,55.8666119,37.5471803,transport_hub,150,Селигерская
5482407019,55.8561131,37.5613445,transport_hub,150,Верхние Лихоборы
5482410676,55.8460256,37.5738294,transport_hub,150,Окружная
5514546043,55.8418714,37.520232,parking,50,
5518145137,55.8951094,37.4519344,parking,50,
5518209863,55.92119,37.4101068,parking,50,
5519944807,55.9218032,37.4118018,parking,50,
5524954500,55.8433885,37.4984189,parking,50,
5527911546,55.8458036,37.5213962,parking,50,
5528702421,55.849085,37.5206026,parking,50,
5558904123,55.8969786,37.4585886,parking,50,
5558904124,55.8978148,37.4571777,parking,50,
5558904125,55.8964402,37.4591036,parking,50,
5558904126,55.8979591,37.4561424,parking,50,
5558904127,55.8974869,37.458036,parking,50,
5564080908,55.8994437,37.4538649,parking,50,
5629359274,55.8865708,37.4588414,transport_hub,150,Химки
5677538331,55.8952682,37.4360864,parking,50,
5677855724,55.8939074,37.4313467,parking,50,
5693370611,55.5565312,37.6986918,parking,50,
5701917181,55.898484,37.425643,parking,50,
5701917192,55.8986329,37.4254955,parking,50,
5715689437,55.7227099,37.4663052,parking,50,
