id,latitude,longitude,power_kw,connector_type
76,55.81870215041229,37.650758147343595,150,CCS
77,55.831381104005786,37.79914758948338,350,CCS
78,55.62221339552023,37.72498196538888,350,GBT
79,55.70753971856328,37.75098343862885,50,CCS
80,55.63476071785754,37.79789633471805,150,GBT
81,55.85893102776268,37.845002670908784,350,CCS
82,55.786989438048266,37.568997578425765,350,CCS
83,55.699269407455795,37.58779147631997,150,GBT
84,55.61906750508581,37.446990969920435,150,GBT
85,55.6932946965147,37.689140070498084,350,CCS
86,55.69755499660803,37.41797113689837,350,GBT
87,55.818881853501416,37.632799009066225,150,CCS
88,55.791267241406565,37.671322317353784,350,GBT
89,55.8661638227729,37.54327062606414,50,CHAdeMO
90,55.74166447754858,37.695416630284505,50,CHAdeMO
91,55.63587827378149,37.415250124969525,150,CHAdeMO
92,55.8139734361669,37.41867409437461,150,CHAdeMO
93,55.82823551458507,37.811300280329824,150,CHAdeMO
94,55.76838315927085,37.58009532070563,50,CCS
95,55.831290153986366,37.46353025632594,350,CHAdeMO
96,55.74813867890932,37.6611216300274,50,CHAdeMO
97,55.7568198488146,37.784996776549306,350,CHAdeMO
98,55.72826230550756,37.50791051374842,50,CHAdeMO
99,55.60762573802323,37.7114452379095,350,GBT
100,55.63236742809799,37.442673732496885,50,CCS
101,55.60942875570602,37.4258408605843,150,CHAdeMO
102,55.79092312337913,37.66567731578407,50,CHAdeMO
103,55.6943067943229,37.67031756080505,350,CHAdeMO
104,55.75257120734941,37.7187149507491,50,CCS
105,55.87226994217783,37.76304566686133,50,GBT
106,55.67478766874466,37.88792603973127,50,CCS
107,55.72311487691069,37.6581501741506,150,GBT
108,55.826665341562915,37.56147823647062,50,CHAdeMO
109,55.668639449647486,37.79759309738435,150,CHAdeMO
110,55.62309397294864,37.53541612563104,150,CCS
111,55.68692543587413,37.61948571035282,50,CCS
112,55.6483663861762,37.43922819067113,50,GBT
113,55.87890929570277,37.41267537170773,50,GBT
114,55.842436113869326,37.88132420733896,350,CCS
115,55.79002112695313,37.8179900602561,50,GBT
116,55.861438177056314,37.747987103046846,150,CCS
117,55.84110162306973,37.60447647220713,50,GBT
118,55.65597101766581,37.486647160035425,350,CCS
119,55.867767699546995,37.47821852133554,50,CCS
120,55.761802672574696,37.5251214490823,350,CCS
121,55.84223204654922,37.67461333235306,350,GBT
122,55.86882738997705,37.75729796135003,50,GBT
123,55.69540104249156,37.730098688358865,150,GBT
124,55.63301557735831,37.53996694847297,350,CCS
125,55.668380548762585,37.8774326403316,50,GBT
126,55.728132336587876,37.768948458347886,50,GBT
127,55.84540442977675,37.6771770262557,150,CCS
128,55.8582191749769,37.705860373117176,350,CHAdeMO
129,55.602085639159355,37.609800031213894,350,CCS
130,55.75322419077327,37.52386549475058,50,GBT
131,55.725223300944634,37.577986339325626,50,CCS
132,55.66663234314122,37.778923055232184,150,CHAdeMO
133,55.6359596102001,37.407196744314874,150,CCS
134,55.70128455142109,37.458036320253456,350,GBT
135,55.882872911173756,37.42300132101087,350,CHAdeMO
136,55.69696087960623,37.42036440115948,50,GBT
137,55.75563718652301,37.827730292005505,350,CHAdeMO
138,55.81090568766855,37.751828929690014,150,CHAdeMO
139,55.709088880713786,37.63708691454366,150,CCS
140,55.89153462481629,37.4489170803255,50,CCS
141,55.88873418848263,37.645807937558416,150,GBT
142,55.67553468874761,37.63673588539028,150,CCS
143,55.749174551767716,37.48660093495501,150,CCS
144,55.69026349294503,37.61692582461899,150,CHAdeMO
145,55.68545214831324,37.59925236719869,50,CCS
146,55.611066084206364,37.70792504902611,50,CHAdeMO
147,55.782869300193966,37.71754682543382,350,CHAdeMO
148,55.75080370696866,37.42265200488602,150,CHAdeMO
149,55.615443625375,37.587306307313234,350,GBT
150,55.683593939270985,37.71292995785711,50,GBT
151,55.87247976579,37.65156812929004,50,GBT
152,55.67186856720009,37.82824492059416,50,CHAdeMO
153,55.64346846162737,37.72934681580947,50,GBT
154,55.74683582808327,37.48146721354071,50,GBT
155,55.89569513623318,37.43528437370021,50,CCS
156,55.672616581453454,37.72120963910316,50,GBT
157,55.801640664221765,37.41325565527081,150,GBT
158,55.828485884598614,37.69288779063673,350,CHAdeMO
159,55.67129126319772,37.87011512071248,50,CHAdeMO
160,55.81846490458356,37.687737088937936,150,CHAdeMO
161,55.71033493981577,37.594084963103256,150,CHAdeMO
162,55.789691749178075,37.721644109221174,350,CHAdeMO
163,55.790058913228265,37.62912644524576,50,CHAdeMO
164,55.76073240522243,37.67280839465796,350,GBT
165,55.62708693101632,37.870732404388264,50,CHAdeMO
166,55.85059074867677,37.593051318900386,150,CHAdeMO
167,55.69623401949152,37.88059528191196,150,CCS
168,55.65595555311996,37.85267532097803,150,GBT
169,55.61223254246643,37.49789556739465,150,GBT
170,55.77726788295647,37.434680650437585,350,GBT
171,55.803269308552686,37.45038900068871,50,CHAdeMO
172,55.604976348678356,37.409110912825774,50,CHAdeMO
173,55.75362791748979,37.44722148037796,350,CHAdeMO
174,55.66794873255938,37.741503386708175,50,CCS
175,55.793551837122834,37.43559432423012,150,CHAdeMO
176,55.6523099287015,37.55948781514688,50,CCS
177,55.807281321430736,37.82243765548473,150,GBT
178,55.716020603890165,37.41163596786791,350,CHAdeMO
179,55.881018996621016,37.807234241294466,50,CCS
180,55.6412562832438,37.540927387386695,350,CCS
181,55.70231990531508,37.459082413810826,50,CHAdeMO
182,55.63404205637218,37.748368582682076,150,GBT
183,55.877408085483566,37.71447142338994,350,GBT
184,55.863201806014295,37.838736006763526,50,GBT
185,55.67738248831455,37.76753552190194,150,CCS
186,55.79799521381025,37.801740465192424,350,CCS
187,55.845166660060364,37.54101728628565,350,CCS
188,55.76656024347984,37.48871977188986,50,CCS
189,55.7588951735068,37.775307375820425,50,GBT
190,55.67255568727013,37.80341736963363,50,CHAdeMO
191,55.62793083034177,37.895252571000334,150,CCS
192,55.869164727386,37.60630883845571,50,CCS
193,55.870125417149,37.58600904289639,350,GBT
194,55.78993043718198,37.788206480370995,350,CHAdeMO
195,55.70170893731461,37.57040177012651,50,CHAdeMO
196,55.704762872383796,37.86537866280178,50,GBT
197,55.81778670366107,37.8292063759215,350,GBT
198,55.86913307798577,37.614497013687505,150,CHAdeMO
199,55.86612592727953,37.775435533895745,50,CCS
200,55.83396266375728,37.77727143704234,50,CHAdeMO
